الكلمة,التشكيل,له_صورة,له_صوت,اسم,فعل,حرف,التحليل,اين-وردت,جملة   ,نوع-الجملة,الوزن-الصرفي,مصروف-ممنوع,المستوى-العمري,الدولة,المصدر,اضافة-ال,نوع-الفعل-ماض-مضارع-امر,صحيح-معتل-الاول-الوسط-الاخر,ID
تفكير,تَفْكير,,,1,,,تَفْـ-كيـ-رٌ,kg2,,,,,,,,,,,
تلوث,تَلَوُّث,,,1,,,تَـ-لَـوْ-وُ-ثٌ,KG1,,,,,,,,,,,
تمر,تَمْر,,,1,,,تَمْـ-رٌ,KG1-kg2,,,,,,,,,,,
تميم,تَميم,,,1,,,تَـ-ميـ-مٌ,kg2-KG1,,,,,,,,,,,
تراب,تُراب,,,1,,,تُـ-را-بٌ,kg2-1H6-4H4,,,,,,,,,,,
تفاح,تُفّاح,,,1,,,تُفْـ-فا-حٌ,KG1-1H6-2H5,,,,,,,,,,,
تفاحة,تُفّاحَة,,,1,,,تُفْـ-فا-حَـ-ـة,KG1-kg2-2H5,,,,,,,,,,,
تمور,تُمور,,,1,,,تُـ-مو-رٌ,kg2,,,,,,,,,,,
توت,توت,,,1,,,تو-تٌ,KG1,,,,,,,,,,,
تلفاز,تِلْفاز,,,1,,,تِلْـ-فا-زٌ,KG1-KG2-4H6-1H7-2H5-4H8,,,,,,,,,,,
تمساح,تِمْساح,,,1,,,تِمْـ-سا-حٌ,KG1-kg2-1H4-2H5-4H1-4H3-S,,,,,,,,,,,
تيجان,تيجان,,,1,,,تيـ-جا-نٌ,kg2,,,,,,,,,,,
تمغط,تَمَغَّطَ,,,1,,,تَـ-مَغْـ-ـغَـ-طَ,4H4,,,,,,,,,,,
تاجر,تاجِر,,,1,,,تا-جِـ-رٌ,2H9,,,,,,,,,,,
تأييد,تَأْييد,,,1,,,تَأْ-ييـ-دٌ,2H9,,,,,,,,,,,
تبخر,تَبَخَّرَ,,,,1,,تَـ-بَخْـ-خَـ-رَ,4H4,,,,,,,,,,,
تبذير,تَبْـذير,,,1,,,تَبْـ-ذيـ-رٌ,2H9,,,,,,,,,,,
تثاؤب,تَثاؤُب,,,1,,,تَـ-ثا-ؤُ-بٌ,4H2,,,,,,,,,,,
تجارة,تِجارَة,,,1,,,تِـ-جا-رَ-ةٌ,2H17,,,,,,,,,,,
تجرد,تَجَرَّدَ,,,,1,,تَـ-جَرْ-رَ-دَ,4H4,,,,,,,,,,,
تجربة,تَجْـرِبَة,,,1,,,تَجْـ-رِ-بَـ-ـةٌ,4H2,,,,,,,,,,,
تجمد,تَجَمَّدَ,,,,1,,تَـ-جَمْـ-مَـ-دَ,4H4,,,,,,,,,,,
تجميد,تَجْـميد,,,1,,,تَجْـ-ميـ-دٌ,2H12,,,,,,,,,,,
تحسر,تَحَسَّرَ,,,,1,,تَـ-حَسْـ-سَـ-رَ,4H4,,,,,,,,,,,
تحف,تُحَف,,,1,,,تُـ-حَـ-فٌ,2H16,,,,,,,,,,,
تحفة,تُحْـفَة,,,1,,,تُحْـ-فَـ-ـةٌ,4H3-4H6,,,,,,,,,,,
تخزين,تَخْـزين,,,1,,,تَخْـ-زيـ-نٌ,4H2,,,,,,,,,,,
تخيير,تَخْـيير,,,1,,,تَخْـ-ييـ-رٌ,2H11,,,,,,,,,,,
ترأس,تَرَأَّسَ,,,,1,,تَـ-رَأْ-أَ-سَ,4H4,,,,,,,,,,,
تربة,تُرْبَة,,,1,,,تُرْ-بَـ-ـةٌ,4H2,,,,,,,,,,,
ترتيب,تَرْتيب,,,1,,,تَرْ-تيـ-بٌ,2H12,,,,,,,,,,,
ترغيب,تَرْغيب,,,1,,,تَرْ-غيـ-بٌ,2H12,,,,,,,,,,,
ترفق,تَرَفَّقَ,,,,1,,تَـ-رَفْـ-فَـ-قَ,4H4,,,,,,,,,,,
تركيب,تَرْكيب,,,1,,,تَرْ-كيـ-بٌ,2H11,,,,,,,,,,,
تسرب,تَسَرَّبَ,,,1,,,تَـ-سَرْ-رَ-بَ,4H4,,,,,,,,,,,
تسنيم,تَسْـنيم,,,1,,,تَسْـ-نيـ-مٌ,2H15-4H6,,,,,,,,,,,
تشييد,تَشْييد,,,1,,,تَشْـ-ييـ-دٌ,2H9,,,,,,,,,,,
تصحر,تَصَحَّر,,,1,,,تَـ-صَحْـ-حَـ-رَ,4H4,,,,,,,,,,,
تصرف,تَصَرَّفَ,,,1,,,تَـ-صَرْ-رَ-فَ,4H4,,,,,,,,,,,
تصفيق,تَصْفيق,,,1,,,تَصْـ-فيـ-قٌ,4H6,,,,,,,,,,,
تصوير,تَصْوير,,,1,,,تَصْـ-ويـ-رٌ,4H6,,,,,,,,,,,
تعبير,تَعْبير,,,1,,,تَعْـ-بيـ-رٌ,2H15,,,,,,,,,,,
تعثر,تَعَثَّرَ,,,1,,,تَ-ـعَثـْ-ثَـ-رَ,4H4,,,,,,,,,,,
تعجب,تَعَجَّبَ,,,1,,,تَ-ـعَجْـ-جَـ-بَ,4H4,,,,,,,,,,,
تغدى,تَغَدّى,,,1,,,تَـ-ـغَدْ-دى,4H4,,,,,,,,,,,
تغيير,تَغْيير,,,,,,تَغْـ-ييـ-ر,S,,,,,,,,,,,
تفاؤل,تَفاؤُل,,,1,,,تَـ-فا-ؤُ-لٌ,4H1,,,,,,,,,,,
تفريغ,تَفْريغ,,,1,,,تَفْـ-ريـ-ـغٌ,4H8,,,,,,,,,,,
تفكير,تَفْكير,,,1,,,تَفْـ-كيـ-رٌ,2H9,,,,,,,,,,,
تلة,تَلَّةُ,,,1,,,تَلْـ-لَـ-ـةٌ,4H6,,,,,,,,,,,
تلال,تِلال,,,1,,,تِـ-لا-لٌ,2H15-4H4,,,,,,,,,,,
تلميذ,تِلْميذ,,,1,,,تِلْـ-ميـ-ذٌ,4H8-4H9,,,,,,,,,,,
تلوث,تَلَوُّث,,,1,,,تَـ-لَـوْ-وُ-ثٌ,1H7-S,,,,,,,,,,,
تلوين,تَلْوين,,,1,,,تَلْـ-ويـ-نٌ,2H15,,,,,,,,,,,
تمثال,تِمْثال,,,1,,,تِمْـ-ثا-لٌ,4H2,,,,,,,,,,,
تمر,تَمْر,,,1,,,تَمْـ-رٌ,1H4-2H5-4H3-S,,,,,,,,,,,
تمور,تُمور,,,1,,,تُـ-مو-رٌ,2H16-4H5-S,,,,,,,,,,,
تميم,تَميم,,,1,,,تـ-ميـ-مٌ,1H6-S,,,,,,,,,,,
تنهد,تَنَهَّدَ,,,,1,,تَـ-نَهْـ-ـهَـ-دَ,4H4,,,,,,,,,,,
تهذيب,تَهْذيب,,,1,,,تَـهْـ-ذيـ-بٌ,2H16,,,,,,,,,,,
توت,توت,,,1,,,تو-تٌ,1H4-1H6-2H5-KG1-kg2,,,,,,,,,,,
توعد,تَوَعَّدَ,,,,1,,تَـ-وَعْـ-عَـ-دَ,4H4,,,,,,,,,,,
توغل,تَوَغَّل,,,,1,,تَـ-وَغْـ-ـغَـ-لَ,4H4,,,,,,,,,,,
تيجان,تيجان,,,1,,,تيـ-جا-نٌ,2H11,,,,,,,,,,,
تين,تين,,,1,,,تيـ-نٌ,1H6-2H5-KG1-kg2,,,,,,,,,,,
ثراء,ثَراء,,,1,,,ثَـ-را-ءٌ,kg2-2H7,,,,,,,,,,,
ثعلب,ثَعْلَب,,,1,,,ثَعْـ-لَـ-بٌ,KG1-kg2-1H7-2H5,,,,,,,,,,,
ثلج,ثَلْج,,,1,,,ثَلْـ-جٌ,KG1-kg2-4H1-1H4-2H5-4H8-4H9,,,,,,,,,,,
ثلاجة,ثَلّاجَة,,,1,,,ثَلْـ-لا-جَـ-ـةٌ,kg2-2H4,,,,,,,,,,,
ثمر,ثَمَر,,,1,,,ثَـ-مَـ-رٌ,KG1-1H4-4H6,,,,,,,,,,,
ثمن,ثَمَن,,,1,,,ثَـ-مَـ-نٌ,kg2-2H7-2H15,,,,,,,,,,,
ثوب,ثَوْب,,,1,,,ثَوْ-بٌ,KG1-kg2-1H4-2H5,,,,,,,,,,,
ثور,ثَوْر,,,1,,,ثَوْ-رٌ,kg2-KG1-1H7-2H2-2H4-2H5,,,,,,,,,,,
ثريا,ثُرَيّا,,,1,,,ثُـ-رَيْـ-يا,KG1-kg2-2H16,,,,,,,,,,,
ثعبان,ثُعْبان,,,1,,,ثُعْـ-با-نٌ,kg2-KG1-2H2-4H4,,,,,,,,,,,
ثقب,ثُقْب,,,1,,,ثُقْـ-بٌ,kg2-2H7,,,,,,,,,,,
ثلوج,ثُلوجُ,,,1,,,ثُلوجٌ,4H6,,,,,,,,,,,
ثوم,ثوم,,,1,,,ثو-مٌ,KG1-1H4-1H6-2H5-kg2,,,,,,,,,,,
ثمار,ثِمار,,,1,,,ثِـ-ما-رٌ,KG1-kg2-1H6-4H3-4H4,,,,,,,,,,,
ثياب,ثِياب,,,1,,,ثِـ-يا-بٌ,KG1-KG2-1H6-S,,,,,,,,,,,
ثابت,ثابِت,,,1,,,ثا-بِـ-تٌ,kg2-2H9,,,,,,,,,,,
ثالث,ثالِث,,,1,,,ثا-لِـ-ثٌ,2H12,,,,,,,,,,,
ثروة,ثَرْوَة,,,1,,,ثَرْ-وَ-ةٌ,2H14,,,,,,,,,,,
ثغور,ثُغور,,,1,,,ثُـ-ـغو-رٌ,2H12,,,,,,,,,,,
ثقة,ثِقَة,,,1,,,ثِـ-قَـ-ـةُ,2H15-4H5,,,,,,,,,,,
ثقيل,ثَقيل,,,1,,,ثَـ-قيـ-لٌ,2H14,,,,,,,,,,,
ثلوج,ثُلوج,,,1,,,ثُـ-لو-جٌ,2H15,,,,,,,,,,,
ثناء,ثَناء,,,1,,,ثَـ-نا-ءٌ,2H15,,,,,,,,,,,
ثواب,ثَواب,,,1,,,ثَـ-وا-بٌ,4H4,,,,,,,,,,,
ثيران,ثيران,,,1,,,ثيـ-را-نٌ,2H9-4H3-kg2,,,,,,,,,,,
جابر,جابِر,,,1,,,جا-بِـ-رٌ,kg2,,,,,,,,,,,
جبل,جَبَل,,,1,,,جَـ-بَـ-لٌ,KG1-kg2-1H4-2H5-4H9-4H8,,,,,,,,,,,
جبين,جَبين,,,1,,,جَـ-بيـ-نٌ,kg2,,,,,,,,,,,
جدي,جَدْي,,,1,,,جَدْ-يٌ,KG1,,,,,,,,,,,
جدة,جَدَّة,,,1,,,جَدْ-دَ-ةٌ,kg2-2H2,,,,,,,,,,,
جديد,جَديد,,,1,,,جَـ-ديـ-دٌ,kg2,,,,,,,,,,,
جرس,جَرَس,,,1,,,جَـ-رَ-سٌ,KG1-kg2,,,,,,,,,,,
جري,جَرْي,,,1,,,جَرْ-يٌ,kg2,,,,,,,,,,,
جريدة,جَريدَة,,,1,,,جَـ-ريـ-دَ-ةٌ,KG1-kg2-1H7,,,,,,,,,,,
جزر,جَزَر,,,1,,,جَـ-زَ-رٌ,KG1-kg2-1H4,,,,,,,,,,,
جزرة,جَزَرَة,,,1,,,جَـ-زَ-رَ-ةٌ,KG1-1H6,,,,,,,,,,,
جزاءان,جَزاءان,,,1,,,جَـ-زا-ءا-ن,kg2-2H11,,,,,,,,,,,
جعفر,جَعْفَر,,,1,,,جَعْـ-فَـ-رٌ,KG1-kg2-1H7-2H7,,,,,,,,,,,
جليس,جَليس,,,1,,,جَـ-ليـ-سٌ,kg2,,,,,,,,,,,
جمل,جَمَل,,,1,,,جَـ-مَـ-لٌ,KG1-KG2-1H6-4H3-2H5,,,,,,,,,,,
جمال,جَمال,,,1,,,جَـ-ما-لُ,kg2-2H2-4H8-S,,,,,,,,,,,
جورب,جَوْرَب,,,1,,,جَوْ-رَ-بٌ,KG1-KG2-1H6-2H5-4H1,,,,,,,,,,,
جوز,جَوْز,,,1,,,جَوْ-زٌ,KG1,,,,,,,,,,,
جوال,جَوّال,,,1,,,جَوْ-وا-لٌ,kg2-1H7,,,,,,,,,,,
جواد,جَواد,,,1,,,جَـ-وا-دٌ,KG1-1H7-4H8-S,,,,,,,,,,,
جيش,جَيْش,,,1,,,جَيْـ-شٌ,kg2,,,,,,,,,,,
جذور,جُذور,,,1,,,جُـ-ذو-رٌ,KG1-KG2,,,,,,,,,,,
جفون,جُفون,,,1,,,جُـ-فو-نٌ,kg2,,,,,,,,,,,
جلوس,جُلوس,,,1,,,جُـ-لو-سٌ,kg2,,,,,,,,,,,
جندي,جُنْديّ,,,1,,,جُنْـ-ديـ-يٌ,KG1-KG2-2H5-1H6-2H2-4H3-4H4,,,,,,,,,,,
جود,جود,,,1,,,جو-دٌ,kg2-2H9-4H3,,,,,,,,,,,
جباه,جِباه,,,1,,,جِـ-با-هٌ,kg2-2H2,,,,,,,,,,,
جدار,جِدار,,,1,,,جِـ-دا-رٌ,kg2,,,,,,,,,,,
جسم,جِسْـم,,,1,,,جِسْـ-مٌ,KG1-KG2-1H7-4H3-4H8,,,,,,,,,,,
جسر,جِسْر,,,1,,,جِسْـ-رٌ,kg2-2H2,,,,,,,,,,,
جلد,جِلْد,,,1,,,جِلْـ-دٌ,kg2-2H7,,,,,,,,,,,
جنان,جِنان,,,1,,,جِـ-نا-نٌ,kg2-2H7,,,,,,,,,,,
جهاز,جِهاز,,,1,,,جِـ-ها-زٌ,KG1-1H7,,,,,,,,,,,
جيران,جيران,,,1,,,جيـ-را-نٌ,kg2,,,,,,,,,,,
جابر,جابِر,,,1,,,جا-بِـ-رٌ,2H9,,,,,,,,,,,
جاسم,جاسِم,,,1,,,جا-سِـ-مٌ,4H5,,,,,,,,,,,
جامد,جامِد,,,1,,,جا-مِـ-دٌ,4H8,,,,,,,,,,,
جائزة,جائِزَة,,,1,,,جا-ئِـ-زَ-ةٌ,4H3,,,,,,,,,,,
جبال,جِبال,,,1,,,جِـ-با-لٌ,2H16,,,,,,,,,,,
جبين,جَبين,,,1,,,جَـ-بيـ-نٌ,2H2,,,,,,,,,,,
جدل,جَدَّلَ,,,,1,,جَدْ-دَ-لَ,4H4,,,,,,,,,,,
جدار,جِدار,,,1,,,جِـ-دا-رٌ,2H9,,,,,,,,,,,
جدال,جِدال,,,1,,,جِـ-دا-لٌ,2H15,,,,,,,,,,,
جدول,جَدْوَل,,,1,,,جَدْ-وَ-لٌ,4H2,,,,,,,,,,,
جدي,جَدْي,,,1,,,جَدْ-يٌ,1H6,,,,,,,,,,,
جديد,جَديد,,,1,,,جَـ-ديـ-دٌ,2H11,,,,,,,,,,,
جذاب,جَذّاب,,,1,,,جَذْ-ذا-بٌ,4H4,,,,,,,,,,,
جذور,جُذور,,,1,,,جُـ-ذو-رٌ,1H7-4H4,,,,,,,,,,,
جرة,جَرَّة,,,1,,,جَرْ-رَ-ةٌ,2H15,,,,,,,,,,,
جرح,جُرْح,,,1,,,جُرْ-حٌ,4H9-4H8,,,,,,,,,,,
جرذ,جُرْذ,,,1,,,جُرْ-ذٌ,2H16-2H17-4H8,,,,,,,,,,,
جرس,جَرَس,,,1,,,جَـ-رَ-سٌ,1H4-4H4,,,,,,,,,,,
جزار,جَزّار,,,1,,,جَزْ-زا-رٌ,4H4,,,,,,,,,,,
جزءان,جُزءان,,,1,,,جُزْ-ءا-ن,2H9,,,,,,,,,,,
جزيرة,جَزيرَة,,,1,,,جَـ-زيـ-رَ-ةُ,2H15-4H5,,,,,,,,,,,
جعبة,جُعْبَة,,,1,,,جُعْـ-بَـ-ـةٌ,2H15,,,,,,,,,,,
جفون,جُفون,,,1,,,جُـ-فو-نٌ,2H11,,,,,,,,,,,
جلود,جُلود,,,1,,,جُـ-لو-دٌ,4H1-4H6,,,,,,,,,,,
جلوس,جُلوس,,,1,,,جُـ-لو-سٌ,2H7,,,,,,,,,,,
جليس,جَليس,,,1,,,جَـ-ليـ-سٌ,2H9,,,,,,,,,,,
جمعة,جُمُعَة,,,1,,,جُـ-مُـ-عَـ-ـةٌ,4H1,,,,,,,,,,,
جملة,جُمْلَة,,,1,,,جُمْـ-لَـ-ـةٌ,2H14,,,,,,,,,,,
جموع,جُموع,,,1,,,جُـ-مو-عٌ,4H2,,,,,,,,,,,
جميل,جَميل,,,1,,,جَـ-ميـ-لٌ,2H14,,,,,,,,,,,
جنات,جَنّات,,,1,,,جَنْـ-نا-تٌ,4H8,,,,,,,,,,,
جنود,جُنود,,,1,,,جُـ-نو-دٌ,2H12,,,,,,,,,,,
جهة,جِهَة,,,1,,,جِـ-ـهَـ-ةٌ,2H15,,,,,,,,,,,
جهل,جَهْل,,,1,,,جَـهْـ-لٌ,4H6,,,,,,,,,,,
جو,جَوّ,,,1,,,جَو-وٌ,4H8-4H9,,,,,,,,,,,
جواب,جَواب,,,1,,,جَـ-وا-بٌ,4H8,,,,,,,,,,,
جوز,جَوْز,,,1,,,جَوْ-زٌ,1H7,,,,,,,,,,,
جوع,جوع,,,1,,,جو-عٌ,2H2-4H8-kg2,,,,,,,,,,,
جيران,جيران,,,1,,,جيـ-را-نٌ,2H9-2H11,,,,,,,,,,,
جيش,جَيْش,,,1,,,جَيْـ-شٌ,2H2,,,,,,,,,,,
حاتم,حاتِم,,,1,,,حا-تِمٌ,kg2,,,,,,,,,,,
حبل,حَبْـل,,,1,,,حَبْـ-لٌ,KG1-kg2-1H4-2H5-4H3-4H8,,,,,,,,,,,
حجر,حَجَر,,,1,,,حَـ-جَـ-رٌ,KG1-1H7,,,,,,,,,,,
حدث,حَدَث,,,1,,,حَـ-دَ-ثٌ,kg2,,,,,,,,,,,
حداد,حَدّاد,,,1,,,حَدْ-دا-دٌ,kg2-2H7,,,,,,,,,,,
حرف,حَرْف,,,1,,,حَرْ-فٌ,kg2-2H2-4H9,,,,,,,,,,,
حسان,حَسّان,,,1,,,حَسْـ-سا-نٌ,kg2-2H2-4H4-kg2,,,,,,,,,,,
حشرة,حَشَرة,,,1,,,حَـ-شَـ-رَ-ةٌ,kg2,,,,,,,,,,,
حطب,حَطَب,,,1,,,حَـ-طَـ-بٌ,kg2,,,,,,,,,,,
حظيرة,حَظيرة,,,1,,,حَـ-ظيـ-رَ-ةٌ,kg2-KG1,,,,,,,,,,,
حفلة,حَفْلَة,,,1,,,حَفْـ-لَـ-ـةٌ,kg2,,,,,,,,,,,
حقل,حَقْل,,,1,,,حَقْـ-لٌ,KG1-kg2,,,,,,,,,,,
حقيبة,حَقيبَة,,,1,,,حَـ-قيـ-بَـ-ـةٌ,KG1-kg2-1H6,,,,,,,,,,,
حلوى,حَلْوى,,,1,,,حَلْـ-وى,KG1-kg2,,,,,,,,,,,
حليب,حَليب,,,1,,,حَـ-ليـ-بٌ,KG1-kg2-2H2,,,,,,,,,,,
حليم,حَليم,,,1,,,حَـ-ليـ-مٌ,kg2-2H11,,,,,,,,,,,
حمل,حَمَل,,,1,,,حَـ-مَـ-لٌ,KG1-1H7,,,,,,,,,,,
حنظل,حَنْظَل,,,1,,,حَنْـ-ظَـ-لٌ,kg2,,,,,,,,,,,
حنان,حَنان,,,1,,,حَـ-نا-ن,KG1-kg2-1H6,,,,,,,,,,,
حيرة,حَيْرَة,,,1,,,حَيْـ-رَ-ةٌ,kg2,,,,,,,,,,,
حبوب,حُبوب,,,1,,,حُـ-بو-بٌ,kg2,,,,,,,,,,,
حدود,حُدود,,,1,,,حُـ-دو-دٌ,kg2,,,,,,,,,,,
حسام,حُسام,,,1,,,حُـ-سا-مٌ,kg2-2H2,,,,,,,,,,,
حفرة,حُفْرَة,,,1,,,حُفْـ-رَ-ةٌ,kg2-2H7,,,,,,,,,,,
حلم,حُلْم,,,1,,,حُلْـ-مٌ,kg2-2H4-4H3,,,,,,,,,,,
حوت,حوت,,,1,,,حو-تٌ,KG1-kg2,,,,,,,,,,,
حبال,حِبال,,,1,,,حِـ-با-لٌ,kg2-2H7,,,,,,,,,,,
حذاء,حِذاء,,,1,,,حِـ-ذا-ءٌ,kg2-KG1,,,,,,,,,,,
حزام,حِزام,,,1,,,حِـ-زا-مٌ,kg2-2H4,,,,,,,,,,,
حصان,حِصان,,,1,,,حِـ-صا-نٌ,kg2-KG1,,,,,,,,,,,
حفظ,حِفْظ,,,1,,,حِفْـ-ظٌ,kg2-2H2-4H9,,,,,,,,,,,
حمار,حِمار,,,1,,,حِـ-ما-رٌ,kg2-KG1,,,,,,,,,,,
حاتم,حاتِم,,,1,,,حا-تِـ-مٌ,2H9,,,,,,,,,,,
حادث,حادِث,,,1,,,حا-دِ-ثٌ,kg2-2H2-4H8-4H9,,,,,,,,,,,
حارس,حارِس,,,1,,,حا-رِ-سٌ,KG1-4H8-4H9,,,,,,,,,,,
حار,حارّ,,,1,,,حا-رْ-رٌ,4H8,,,,,,,,,,,
حازم,حازِم,,,1,,,حا-زِ-مٌ,,,,,,,,,,,,
حاسوب,حاسوب,,,1,,,حا-سو-بٌ,2H15-1H6-2H5KG1-kg2,,,,,,,,,,,
حاضر,حاضِر,,,1,,,حا-ضِـ-رٌ,2H17,,,,,,,,,,,
حافظ,حافِظ,,,1,,,حا-فِـ-ظٌ,kg2-2H4,,,,,,,,,,,
حافلة,حافِلَة,,,1,,,حا-فِـ-لَـ-ـةٌ,KG1-kg2-2H7,,,,,,,,,,,
حامد,حامِد,,,1,,,حا-مِـ-دٌ,kg2-2H2-S,,,,,,,,,,,
حامض,حامِض,,,1,,,حا-مِـ-ضٌ,2H2-2H12,,,,,,,,,,,
حائط,حائِط,,,1,,,حا-ئِـ-طٌ,KG1-1H7,,,,,,,,,,,
حب,حُبّ,,,1,,,حُبْـ-بٌ,2H16,,,,,,,,,,,
حبات,حَبّات,,,1,,,حَبْـ-با-تٌ,4H8,,,,,,,,,,,
حبة,حَبَّة,,,1,,,حَبْـ-بَـ-ـةٌ,4H6,,,,,,,,,,,
حب,حَبّ,,,1,,,حَبْـ-بٌ,4H8,,,,,,,,,,,
حبر,حِبْـر,,,1,,,حِبْـ-رٌ,2H17-4H6-4H8,,,,,,,,,,,
حبوب,حُبوب,,,1,,,حُـ-بو-بٌ,2H16-4H5,,,,,,,,,,,
حجار,حَجّار,,,1,,,حَجْـ-جا-رٌ,4H4,,,,,,,,,,,
حجارة,حِجارَة,,,1,,,حِـ-جا-رَ-ةٌ,2H12,,,,,,,,,,,
حجرة,حُجْـرَة,,,1,,,حُجْـ-رَ-ةٌ,2H15-4H6,,,,,,,,,,,
حدوة,حُدْوَة,,,1,,,حُدْ-وَ-ةٌ,2H15-4H2-2H9,,,,,,,,,,,
حديث,حَديث,,,1,,,حَـ-ديـ-ثٌ,2H12-4H8,,,,,,,,,,,
حديقة,حَديقَة,,,1,,,حَـ-ديـ-قَـ-ـةٌ,2H4,,,,,,,,,,,
حذر,حَذَّرَ,,,1,,,حَذْ-ذَ-رَ,4H4,,,,,,,,,,,
حذاء,حِذاء,,,1,,,حِـ-ذا-ءٌ,1H6-2H5-4H3,,,,,,,,,,,
حذوة,حُذْوَة,,,1,,,حُـ-ذْ-وَ-ةٌ,2H13-4H8,,,,,,,,,,,
حر,حَرّ,,,1,,,حَرْ-رٌ,4H8,,,,,,,,,,,
حرز,حِرْز,,,1,,,حِرْ-زٌ,4H8,,,,,,,,,,,
حروف,حُروف,,,1,,,حُـ-رو-فٌ,4H8,,,,,,,,,,,
حزر,حَزَّرَ,,,1,,,حَز-زَ-رَ,4H4,,,,,,,,,,,
حساء,حِساء,,,1,,,حِـ-سا-ءٌ,2H7-2H9,,,,,,,,,,,
حسن,حَسَن,,,1,,,حَـ-سَـ-نٌ,2H15,,,,,,,,,,,
حشرات,حَشَرات,,,1,,,حَـ-شَـ-را-تٌ,2H15,,,,,,,,,,,
حشرة,حَشَرَة,,,1,,,حَـ-شَـ-رَ-ةٌ,4H4,,,,,,,,,,,
حصان,حِصان,,,1,,,حِـ-صا-نٌ,1H4-2H5-4H8-4H9,,,,,,,,,,,
حصن,حِصْن,,,1,,,حِصْـ-نٌ,2H15,,,,,,,,,,,
حصيرة,حَصيرَة,,,1,,,حَـ-صيـ-رَ-ةٌ,2H15,,,,,,,,,,,
حضور,حُضور,,,1,,,حُـ-ضو-رٌ,4H6,,,,,,,,,,,
حظ,حَظّ,,,1,,,حَظْ-ظٌ,4H8,,,,,,,,,,,
حظيرة,حَظيرة,,,1,,,حَـ-ظيـ-رَ-ةٌ,1H6-2H9,,,,,,,,,,,
حفاظ,حُفّاظ,,,1,,,حُفْـ-فا-ظٌ,2H2,,,,,,,,,,,
حفلة,حَفْلَة,,,1,,,حَفْـ-لَـ-ـةٌ,2H2,,,,,,,,,,,
حقل,حَقْل,,,1,,,حَقْـ-لٌ,1H7,,,,,,,,,,,
حقول,حُقول,,,1,,,حُـ-قو-لٌ,4H2,,,,,,,,,,,
حكاية,حِكايَة,,,1,,,حِـ-كا-يَـ-ـةٌ,2H15,,,,,,,,,,,
حلوى,حلْوى,,,1,,,حَلْـ-وى,KG1-1H4,,,,,,,,,,,
حلو,حُلْو,,,1,,,حُلْـ-وٌ,4H8,,,,,,,,,,,
حمار,حِمار,,,1,,,حِـ-ما-رٌ,1H6,,,,,,,,,,,
حناء,حِنّاء,,,1,,,حِنْـ-نا-ءٌ,4H1,,,,,,,,,,,
حوت,حوت,,,1,,,حو-تٌ,1H6-4H3-4H8,,,,,,,,,,,
حيثما,حَيْثُما,,,,,0,حَيْـ-ثُـ-ما,2H16,,,,,,,,,,,
حيرة,حيرَة,,,1,,,حيـ-رَ-ةٌ,2H9,,,,,,,,,,,
حيطان,حيطان,,,1,,,حيـ-طا-نٌ,4H3,,,,,,,,,,,
خاتم,خَاتَم,,,1,,,خا-تَـ-مٌ,KG1,,,,,,,,,,,
خائف,خائِف,,,1,,,خا-ئِـ-فٌ,kg2,,,,,,,,,,,
خباز,خَبّاز,,,1,,,خَبْـ-با-زٌ,KG1-kg2-1H7-2H15,,,,,,,,,,,
خدش,خَدْش,,,1,,,خَدْ-شٌ,KG1-1H6,,,,,,,,,,,
خرز,خَرَز,,,1,,,خَـ-رَ-زٌ,KG1-2H15,,,,,,,,,,,
خروف,خَروف,,,1,,,خَـ-رو-فٌ,KG1-kg2-1H6-4H5-4H3-2H5,,,,,,,,,,,
خس,خَسّ,,,1,,,خَسْـ-سٌ,KG1-1H6-2H4,,,,,,,,,,,
خشب,خَشَب,,,1,,,خَـ-شَـ-بٌ,kg2-2H2,,,,,,,,,,,
خضروات,خَضْراوات,,,1,,,خَضْـ-را-وا-تٌ,kg2,,,,,,,,,,,
خندق,خَنْدَق,,,1,,,خَنْـ-دَ-قٌ,kg2,,,,,,,,,,,
خيمة,خَيْمَة,,,1,,,خَيْـ-مَـ-ـةٌ,KG1-kg2,,,,,,,,,,,
خياط,خَيّاط,,,1,,,خَيْـ-يا-طٌ,KG1,,,,,,,,,,,
خيل,خَيْل,,,1,,,خَيْـ-لٌ,kg2,,,,,,,,,,,
خبز,خُبْـز,,,1,,,خُبْـ-زٌ,KG1-kg2-1H7-2H5,,,,,,,,,,,
خضار,خُضار,,,1,,,خُـ-ضا-رٌ,kg2-KG1,,,,,,,,,,,
خفاش,خَفّاش,,,1,,,خَفْـ-فا-ش,KG1-kg2-1H6-4H8-2H5,,,,,,,,,,,
خلود,خُلود,,,1,,,خُـ-لو-دٌ,KG1-1H7,,,,,,,,,,,
خوذة,خوذَة,,,1,,,خو-ذَ-ةٌ,kg2,,,,,,,,,,,
خزانة,خِزانَة,,,1,,,خِـ-زا-نَـ-ـةٌ,kg2-KG1,,,,,,,,,,,
خطاب,خِطاب,,,1,,,خِـ-طا-بٌ,kg2-2H7,,,,,,,,,,,
خيار,خِيار,,,1,,,خِـ-يا-رٌ,KG1-KG2-1H6-S,,,,,,,,,,,
خيطان,خيطان,,,1,,,خيـ-طا-نٌ,kg2,,,,,,,,,,,
خاتم,خاتَم,,,1,,,خا-تَـ-مٌ,KG1-kg2-1H4-1H6,,,,,,,,,,,
خارق,خارِق,,,1,,,خا-رِ-قٌ,KG1-1H6,,,,,,,,,,,
